epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7428.76,1.34453,2.44373,1.28994,0.62997,0.64764,0.62525,0.3942,1.31153,2.49485,1.39011,0.000473299,0.000473299,0.000473299
